,期货结算价(活跃合约):焦煤,综合平均价格指数:环渤海动力煤(Q5500K),期货结算价(连续):布伦特原油,期货结算价(连续):IPE英国天然气,期货结算价(连续):WTI原油,钻机数量:美国:当周值,期货结算价(活跃合约):阴极铜,期货结算价(活跃合约):铝,总库存:LME铝,上期有色金属指数,期货结算价(活跃合约):甲醇,期货结算价(活跃合约):聚丙烯,期货结算价(活跃合约):燃料油,市场价:涤纶长丝(FDY150D/96F):全国,CCFEI价格指数:涤纶短纤,中国铁矿石价格指数(CIOPI):国产铁矿石,全国主要港口:铁矿石库存:总计(45港口),Myspic综合钢价指数,水泥价格指数:全国,22个省市:平均价:猪肉,平均价:羊肉:全国,期货结算价(活跃合约):菜籽油,日均产量:粗钢:重点企业(旬),日均产量:生铁:重点企业(旬),南华工业品指数,日均耗煤量:6大发电集团:合计:月:环比,期货结算价(活跃合约):IPE英国天然气:月:环比,全国主要港口:铁矿石库存:总计:环比,平均批发价:羊肉:月:环比
2017/5/31,-11.32875225,-1.606086221,-4.725612064,-6.299376218,-5.310768658,4.424530944,-2.033964522,-2.04769109,-13.69672803,-2.300288329,-5.830059706,-1.025042948,3.519683144,-2.53218283,-2.512025298,-7.94757629,4.135963011,2.558721012,1.665439851,-4.106306503,-0.293901543,1.476730698,-2.456929396,-3.40266519,-3.451785787,-4.75 ,-4.16 ,8.04,-0.39 
2017/6/30,-4.829038427,-3.908651735,-8.068359672,-2.540124249,-7.398095161,4.149667168,0.899821817,-1.048598408,-6.838292281,0.597957726,0.1364377,-0.588951427,2.469661388,5.492200129,1.536919861,-4.677144757,3.355536006,1.968975838,-0.84990627,-7.981275875,-0.267059582,-2.232422555,3.690776638,2.695319264,-1.584243825,3.28 ,-1.95 ,2.7,-0.05 
2017/7/31,16.84097986,2.106620808,3.245130059,0.709444797,3.208907901,2.266526758,4.169798638,3.749193693,-4.66448993,4.471243736,5.77919058,5.493680347,-3.671144159,8.183251202,7.259874266,5.621456556,-0.391469676,5.846586961,-1.627106206,-1.703349282,0.156307466,6.143487178,-0.494657697,-1.038001749,8.307864397,14.92 ,1.33 ,0.25,0.01 
2017/8/31,12.91599837,0.017193948,5.246633066,15.00729432,2.837290996,-0.607020322,6.362005102,9.938875528,-5.061099182,7.018923499,7.52780154,6.926629705,2.102378653,-4.117247806,0.111842606,6.724620291,-3.797813711,7.909383055,-0.815829404,0.830367734,0.4466901,2.888307266,1.29432026,1.152848496,7.716083189,10.43 ,15.32 ,-3.51,-0.02 
2017/9/30,-4.374159923,0.368308351,6.571803515,6.167670743,3.418918998,-0.814176245,0.299996128,3.642352965,-0.337156034,0.676808771,5.670796325,2.965512937,1.157168434,6.105394292,7.239823051,0.21972149,-3.187264455,2.268072813,3.551634337,1.2695587,2.138218301,-0.145194852,-0.769327107,-1.582933208,-1.012355935,-10.65 ,8.15 ,-3.03,3.44 
2017/10/31,-17.86036095,-0.071428571,3.695668825,7.56382146,3.557542409,-1.964188823,4.935812031,-0.766896599,-7.056779821,3.181457106,-5.019400972,-1.672084177,-3.316124656,-2.076158904,1.869947149,-8.500996136,-0.104211027,-0.742824055,4.740228325,-0.530612245,2.530558789,-2.258699321,-2.674651432,-3.211120064,-5.573644287,-10.46 ,7.93 ,-0.3,3.61 
2017/11/30,8.101897784,-0.992613112,8.298326163,9.30693898,9.082316756,-1.180345869,-0.556453597,-6.000667683,-5.782022822,-0.729681155,6.698483611,1.460034323,0,3.293348261,1.790999298,-0.54252272,3.897462379,1.490704186,7.132612948,-0.882923546,2.104915268,1.692593358,-2.361745736,-3.075229967,2.563309709,-5.66 ,9.55 ,3.56,2.78 
2017/12/31,8.04659703,-0.190806592,1.883165023,8.343664842,2.068033956,2.069892473,-0.662272618,-6.190020193,-4.523608953,-1.667798981,3.010588756,0.970017929,0,-3.909605605,-2.483893018,4.969459647,3.692099344,6.438291982,14.75092914,3.672768879,2.43015595,-3.371375342,-1.661186726,-2.283153513,2.165441835,19.01 ,8.78 ,3.82,3.22 
2018/1/31,-0.496660499,0.190443213,7.247010982,-14.32119772,9.048271335,0.694073679,1.544764366,2.177421408,-1.271261653,3.06791796,-2.853628204,4.142179446,0,3.781657433,3.095130105,3.897656461,5.202720724,-9.18879733,-0.089623356,0.307973081,2.143043677,-1.498517307,1.774414631,2.228128829,1.389091769,5.55 ,-13.34 ,5.45,1.95 
2018/2/28,3.424753228,-0.452173913,-5.093733295,-0.388197869,-2.449517486,3.304078472,-2.646500882,-4.048585141,10.3335231,-1.073905042,-4.71015131,-2.368760756,0,-2.194332322,-0.210736764,0.188518186,2.073742613,-0.184170396,-6.251251835,-2.899061033,2.517104216,-2.827640468,2.513271096,3.024627963,-0.83859585,-23.44 ,-2.36 ,0.25,2.38 
2018/3/31,-5.268527273,-0.524475524,1.482360414,-4.191702226,0.929404268,2.033178232,-2.782213567,-1.883513589,6.376337353,-2.782217844,-1.484386347,-4.920589341,0,1.130806627,-2.211265602,0.037671864,3.283926869,-1.743115307,-4.041476169,-9.141217463,-1.867984926,1.1305899,-2.976381218,-4.030585524,-4.479491624,10.34 ,0.85 ,5.23,-0.13 
2018/4/30,-9.097276314,-0.262927257,7.02715974,0.263594276,5.358796712,2.239802225,-0.68627451,3.174528524,2.731966608,-0.00390585,-1.011563955,0.849555902,0,3.022980501,-1.173988712,-5.478828983,0.080740648,-1.018265405,2.657382096,-11.24453734,-1.06888361,2.002083539,6.885596939,7.874167712,-0.594267221,5.50 ,-2.66 ,-0.84,-0.20 
2018/5/31,2.901839075,0.131291028,6.809995658,9.220773374,5.021176045,3.275944524,0.586557034,1.404989335,-6.144419044,1.090267968,3.151988779,3.065383345,0.860613841,1.784431875,1.051528939,0.607986704,-0.888857727,3.75254391,4.500070428,-5.397016121,-0.598200455,2.043016369,3.443717588,2.91544097,4.072521254,7.21 ,10.14 ,-0.83,-0.38 
2018/6/30,0.03152059,-0.219298246,-1.402519267,-0.769750421,-3.727933809,0.994318182,2.394602135,-1.432007099,-9.251818873,2.794509542,0.314606742,-0.171897308,0.574386612,-3.201739216,-2.153534926,-0.537228108,-0.859641254,1.181001359,0.187696075,5.522760813,-0.048637731,-0.241295964,0.423578649,0.192616973,0.851864039,-3.50 ,0.63 ,-0.94,0.36 
2018/7/31,-5.405827975,-0.131752306,-1.320328731,5.901581551,4.712397006,-0.571428571,-6.236413917,-2.368197211,0.842504432,-5.637391152,4.003043662,1.342879408,-26.5790845,2.654326077,0.844087233,-1.795084913,-2.593024519,-0.165998635,-1.634861761,3.370355135,0.012363996,-1.688138513,-1.500488173,-1.432121247,-0.58773784,11.17 ,6.00 ,-3.23,0.23 
2018/8/31,7.775851719,-0.290697674,-1.503321921,8.715494525,-4.137440256,0,-1.120963566,3.168838505,-2.693294357,-0.795675499,11.18958941,6.155357679,3.090216145,11.94072747,15.65268417,3.577327957,-1.611469325,4.567196154,-0.693587629,9.227820372,0.570416994,1.453425398,-1.813710957,-1.955210026,5.695527548,-1.36 ,9.02 ,-1.32,0.92 
2018/9/30,1.135802956,0.202197802,6.6588221,13.82337332,3.162647705,0.237529691,-0.554636361,-0.049234555,-8.916870529,-1.389782121,0.666747028,-0.491159204,1.3483769,7.1253161,6.324953065,2.846032792,-2.717483054,0.920726888,2.386243145,6.489757914,1.691173508,0.757817709,3.469580149,2.892127404,-0.603452612,-17.31 ,17.56 ,-2.09,0.51 
2018/10/31,7.197109923,0.350416119,1.88524546,-3.830815617,0.984804262,0.941176471,3.025676201,-2.680103643,-2.918541624,1.496344979,0.907130707,2.359850008,8.920805437,-8.133235703,-6.835377618,3.666563053,-1.669340662,-0.186773614,2.860500133,-1.332704328,2.243943165,-0.153729213,-1.642654256,-2.196143653,2.20184645,-18.37 ,-3.64 ,-1.45,1.64 
2018/11/30,-1.52387668,0,-22.26031338,-3.753107228,-25.09218543,1.346332405,-1.642331472,-3.134433211,4.794812768,-2.62225871,-22.90622495,-9.411615257,-11.18513691,-16.81129176,-13.92932001,3.31521213,-1.503158518,-6.361909032,7.156007093,-2.890496068,3.199146081,-4.49938746,-2.126692879,-2.600727212,-7.122493602,1.49 ,-4.06 ,-1,4.22 
2018/12/31,-6.002470182,-0.087680842,-14.3470527,-3.32214779,-15.47791163,0.023207241,-1.06500792,-0.754990552,8.099280068,-1.390746101,-10.48925261,-8.200559588,-20.3077872,-1.528532976,-3.01637786,-6.79244565,-2.087747183,-7.13109943,2.425424834,0.951923077,3.224378366,2.714526879,-4.491920022,-2.939209049,-1.97967077,34.11 ,-3.87 ,-1.99,3.34 
2019/1/31,-5.414603032,0.131348511,4.260242964,-11.38399853,5.199475689,-1.173984503,-2.970245796,-1.989577517,10.76767403,-1.260102501,1.786935923,1.803328259,0.393460263,0.092160258,-1.170802411,1.101661902,2.114738383,-1.517563625,-4.553412137,-4.4045677,3.109808407,-0.056118742,-0.140798713,0.866087935,2.514592001,0.15 ,-11.14 ,1.62,3.23 
2019/2/28,5.355113636,0.46484602,6.503947462,-25.50660368,6.114263863,-1.598282443,3.514724972,0.581008068,-2.044245988,2.996068525,1.354157143,0.195434045,9.032492343,0.976591395,0.38800201,3.524047197,0.413019677,1.537221083,-3.408901574,-3.979645094,1.193755739,1.657829266,6.200367048,5.885467887,5.167571051,-29.95 ,-20.16 ,0.26,1.81 
2019/3/31,-2.68360233,0.749711649,3.873207917,-20.99937676,5.387137442,-2.483864659,0.020143132,0.883462586,-6.606041253,0.546174714,0.829724612,-0.475288087,0.140393763,1.51994411,-0.465953405,-0.011451551,2.832087679,1.648480649,-2.792312862,9.37470438,-2.482988273,4.533630975,-3.719846296,-5.227964736,-0.110108978,35.08 ,-17.33 ,4.1,-4.24 
2019/4/30,4.609638335,0.129589633,6.423347959,-8.497520617,8.928717876,-0.997530864,0.211635099,2.401936551,-10.23162745,0.095573659,-3.221873912,0.234954703,-0.621572212,-0.289412162,0.331511239,0.608044106,-4.731611892,2.776523758,1.993145166,7.54564338,-1.231130001,-0.111058118,5.743078961,5.351290262,2.733200901,-4.14 ,-7.94 ,-5.25,-2.28 
2019/5/31,5.204061277,0,-1.885448886,-14.49229736,-5.068189474,-2.645985401,-3.873837655,1.520149749,12.13535152,-3.421667199,-0.422654269,-4.331328672,-2.173023401,-12.21055875,-9.014496909,14.553584,-8.019968944,-0.082768473,0.872843938,2.546345621,0.140502883,0.346516015,2.049765952,1.76704598,1.04350598,-8.16 ,-11.97 ,-5.82,0.61 
2019/6/30,0.797367674,-0.25985275,-11.52486354,-14.71824475,-11.12025079,-1.743166581,-1.786710483,-1.839569161,-15.30805715,-1.404526954,-4.623387713,-2.489328727,-8.767019822,-2.718134559,-7.339659966,8.082527339,-10.24110161,-2.839572146,-1.03233307,3.376569899,0.25765483,-0.053047311,1.037010549,0.308049878,-0.858520791,6.93 ,-12.12 ,-10.32,1.74 
2019/7/31,0.386719487,0.025978524,1.832572752,7.725652161,4.881276364,-1.491756085,0.485242871,-0.770874505,-8.994012883,0.771484456,-6.084642101,6.338473368,-0.757896883,3.448019152,6.777025391,8.772083893,-2.252211524,0.831145257,-2.197282049,8.150529501,1.005086852,-1.517219301,-2.934631665,-2.547999622,3.044049386,6.55 ,30.34 ,-3.41,1.91 
2019/8/31,-2.33411137,-0.199566161,-7.920706578,5.636774746,-4.868021495,-3.136471604,-0.854243982,2.135636723,-0.068374335,1.840359889,-3.173666464,-7.828712192,-13.0696763,-7.83385021,-12.3435754,-1.887293519,2.774029645,-3.888128189,-0.903709559,15.73176951,2.767414901,5.321368422,2.307906049,3.278628538,-4.819102478,11.94 ,3.11 ,2.3,2.18 
2019/9/30,-4.111339075,0.259627867,4.47174898,7.182639603,3.555083062,-5.489749431,1.394339634,0.933995325,-6.910405104,3.208673247,6.680568412,1.271166883,0.917628375,-0.14598046,1.990324844,-4.343937348,1.603412269,-0.591620174,2.32874005,17.99803986,4.626775663,0.640946247,-3.600033867,-2.967107494,2.634827213,-11.02 ,17.55 ,1.45,4.35 
2019/10/31,-5.074899688,-0.129982669,-4.452242422,17.5525426,-5.295857001,-3.537735849,-0.07957497,-3.104619156,5.856048612,-1.488584082,-3.666022051,-1.080043144,-6.548748251,-5.501093701,-3.160853496,0.476404682,5.196824072,-1.097443201,2.631750556,20.20333681,3.359494392,-1.224314675,-1.633222042,-1.898527633,-2.658338504,-7.43 ,-3.27 ,6.14,1.11 
2019/11/30,-0.684224364,-2.577777778,4.907308666,1.624938085,5.462535268,-4.691358025,0.110520322,0.030702661,10.16076695,-2.191721152,-11.04165671,-1.56203588,-11.6077848,-6.22276385,-5.114083842,-2.807282273,-1.932854039,1.858200205,4.702688576,6.828073993,2.991393932,3.582109713,2.314947128,1.889031189,0.027705323,-0.45 ,0.65 ,-2.37,1.30 
2019/12/31,-2.548416689,-2.179836512,3.781098162,-13.46086596,4.475817368,-0.746268657,3.209247985,1.376189627,22.31154627,-0.171741668,4.537029258,-3.804608084,7.136421146,3.338665542,2.018171736,-0.484527644,0.065108616,0.615726837,4.149199065,-8.872434948,0.43157368,0.234788898,-2.735798546,-2.729999033,3.330549947,21.28 ,-12.54 ,0.53,0.01 
2020/1/31,-0.050163561,0.36199095,-2.357496397,-28.04232804,-3.852269165,-1.592115239,0.571671335,0.481270376,-2.615438397,0.429111842,8.809844223,-1.469665276,11.34037692,2.957908736,1.772343986,0.582800124,-0.931223625,-1.7744963,-0.725745671,2.220230297,1.510484686,2.708624671,2.451393335,3.022740919,1.77256957,-17.30 ,-23.57 ,-1.09,0.80 
2020/2/29,3.466609315,0.941281936,-14.76492362,-29.56160591,-13.72366315,-0.145523568,-7.050496987,-3.418932805,-13.74444412,-5.587733028,-9.058523567,-8.84931063,-8.415047867,-1.404099085,-5.724430051,-0.664086873,0.02627503,-4.273432789,-2.947333005,5.351432487,1.413822422,-2.745436704,-6.336779117,-1.622652302,-7.47630541,-35.68 ,-22.44 ,-0.35,0.87 
2020/3/31,0.982567353,-0.359874044,-64.49005444,-2.135615233,-66.2658209,-4.151565074,-9.567485732,-9.613823368,-13.29288749,-8.640374539,-14.84948002,-5.004364171,-28.14227323,-15.01286521,-10.39205108,0.279193438,-4.341033698,-1.771391184,-5.133466693,-0.376666339,-1.576138922,-8.08796607,-2.002887374,-3.122480681,-8.411892436,34.63 ,-2.39 ,-3.42,-0.21 
2020/4/30,-13.24189207,-4.034069637,-26.62428208,-43.825051,-82.37294814,-34.2920354,-0.861695561,-3.637121633,17.39345473,-0.972235065,-6.782632897,0.995660812,-3.54339116,-17.3161306,-4.069582035,-2.765011218,-2.847243357,-1.730197636,-3.910073667,-5.063748516,-1.778718168,-4.968610152,7.398507437,5.879631343,-2.878279874,4.19 ,-28.87 ,-2.1,-2.48 
2020/5/31,1.44341619,-1.27014218,17.81679277,-30.23800715,41.91443195,-62.35632184,4.713165316,5.714847247,9.966638162,4.257815366,1.20888286,4.979855028,-1.135373773,9.187124872,-0.323012579,1.262465213,-5.039383072,3.193251617,0.874357303,-10.93614,-1.39223987,1.896530719,5.065385728,3.053681642,4.658038251,13.18 ,-23.82 ,-6.35,-0.46 
2020/6/30,4.214315968,0.892437764,20.5059192,13.31781718,24.96392839,-27.23948812,6.636756409,6.057547522,10.53398387,4.651231509,0.075646845,5.141519016,5.820012595,2.906817633,1.152869414,7.17349321,-2.672436607,3.225915599,-1.33800036,-2.477554134,-0.457248833,7.101177689,2.643268268,2.351168576,5.110228576,0.95 ,14.95 ,-2.34,1.40 
2020/7/31,2.253622536,1.6900628,5.674697264,3.861475382,5.962753165,-7.170846395,8.884909244,5.315507046,4.198075006,6.747946949,2.595904804,2.066890343,0.178557773,-14.24761671,-7.657029526,2.710725992,3.425842719,1.444819988,-5.982713913,11.72753173,0.936343824,10.55875782,0.156941744,0.556644453,2.725849652,-0.79 ,4.71 ,3.36,1.17 
